College Nine,CLNI,60,Water Justice: Global Insights for a Critical Resource,5.0,Enrollment is restricted to College Scholars students.,"Groundwater is a challenging resource to manage and conserve, one critically depleted across our state, country and world. Course explores the many manifestations of groundwater access, use and justice on multiple interlocking scales (i.e. local, national, transnational) while illustrating analytical ideas connecting to a range of socio-environmental processes including urbanization and infrastructure development, deprivation and exclusion, privatization of land and water, and claims for human rights. We will draw from cases based on our multi-country research project that brings together scholars and practitioners from Latin America, Europe, Africa and South Asia. Students will have the opportunity to conduct qualitative and secondary research contributing to the California case study in the Central Coast, focused on groundwater governance and perspectives of Latinx farmworkers and residents. 
",peE,
College Nine,CLNI,70,Colleges Nine and Ten Community Garden,2.0,Enrollment is restricted to College Nine and College Ten students.,Students in this course design and build a new community garden at Colleges Nine and Ten. Students engage in a collaborative design process with campus stakeholders; learn hands-on skills and community gardening best practices; and build regenerative social and ecological systems.,None,
College Nine,CLNI,85,Global Action,2.0,Enrollment is restricted to College Nine members during priority enrollment only.,"Workshop facilitated by peer instructors. Students learn about current international and global issues through interactive exercises, small-group discussions, and faculty presentations. Students develop an action plan to raise awareness about one or more of these concerns and take practical steps to create positive change in the world.",prE,
College Nine,CLNI,86,College Leadership Development,2.0,None,Students newly appointed into leadership positions at College Nine explore the concept of leadership relating to the college's theme of  International and Global Perspectives. Prerequisite(s): current College Nine student leader; permission of instructor.,prE,
College Nine,CLNI,90,Intercultural Understanding,2.0,None,"Provides an opportunity to enhance the intercultural experience, increase cultural competency, promote further understanding, and examine the various trends facing a uniquely diverse community. Geared toward U.S. and international students affiliated with the International Living Center. Enrollment by instructor permission.",None,
College Nine,CLNI,91,Global Issues Colloquium,1.0,Enrollment is restricted to College Nine members.,"Weekly colloquium on global issues with different topical focus each quarter. Presentations by UCSC faculty and invited speakers. Students must attend class, read an assigned article, and write a one-page synopsis.",None,
College Nine,CLNI,105,Researching Food Sovereignty,5.0,Enrollment is restricted to  junior and senior College Nine and College Ten members during priority enrollment only.,Students engage in individual and collective research projects on transformational food systems in the United States and abroad. Readings look at the current global food system and grassroots responses to food and environmental crises.,None,
College Nine,CLNI,106,Israel and Palestine: Pathways to a Deeper Understanding,2.0,None,"Explores, and seeks to provide a deeper understanding of, the Israeli-Palestinian conflict through materials and guest speakers that offer varying perspectives. Self-reflection and structured communication facilitate the positive exchange of ideas and views. Enrollment by permission of instructor.",None,
College Nine,CLNI,112A,Model United Nations Part A: A Group Seminar,2.0,None,"Introduces the Model United Nations. Students learn parliamentary procedure and U.N. protocols, as well as how to research and present position papers to the general assembly. Students learn resolution writing, alliance building, and persuasive speech. (Formerly course 112, Model United Nations: A Group Seminar)",None,
College Nine,CLNI,112B,Model United Nations Part B: International Crises,2.0,Prerequisite(s): CLNI 112A.,"Students are assigned a country to represent in the U.N. Three international crises allow students to present position papers, make speeches, and debate the issues.",None,
College Nine,CLNI,115,Community Investing for Social Good: A Micro-finance Lab,2.0,None,"Service-learning laboratory course that centers around investing by and in students to seed new social, economic, and environmental projects, ultimately aiming to build a campus culture of community investing to address needs linked to poverty and inequality.",None,
College Nine,CLNI,120,Practical Activism Conference Planning and Development,2.0,None,"Offers an applied experience of collaborative planning, production, and leadership. Students plan workshops and other event components; conduct outreach and publicity; and address all aspects of educational event planning. Enrollment restricted to members of the spring volunteer Practical Activism planning group. Enrollment by permission of the instructor.",prE,
College Nine,CLNI,191,Teaching Global Action,5.0,None,"Undergraduates at upper-division level participate in teaching discussion groups for CLNI 85 (W). Prerequisite(s): permission of instructor: essay describing interest in becoming course assistant, copies of evaluations, and letter of recommendation from faculty member and/or college staff member. Enrollment is restricted to College Nine juniors and seniors.",None,
College Nine,CLNI,199,Tutorial,5.0,None,Individual directed study for upper-division college members with college-affiliated faculty. Students must submit petition with one of the college academic advisers with accompanying letter from faculty adviser. Approval of provost required. Enrollment is restricted to upper-division College Nine members.,None,
College Nine,CLNI,199F,Tutorial,2.0,None,Individual directed study for upper-division college members with college-affiliated faculty. Students must submit petition with one of the college academic advisers with accompanying letter from faculty adviser. Approval of provost required. Enrollment is restricted to upper-division College Nine members.,None,
Classical Studies,CLST,99,Tutorial,5.0,None,Students submit petition to sponsoring agency.,None,
Classical Studies,CLST,197F,Senior Comprehensive Examination Preparation,2.0,None,Students submit petition to sponsoring agency.,None,
Classical Studies,CLST,199,Tutorial,5.0,None,Students submit petition to sponsoring agency.,None,
Classical Studies,CLST,199F,Tutorial,2.0,None,Students submit petition to sponsoring agency.,None,
Community Studies,CMMU,10,Introduction to Community Activism,5.0,None,"Surveys different strategies of community activism including charity, volunteering, labor and community organizing, and recently emerging global activism with goal of demonstrating how certain strategies challenge existing social relations and arrangements while others typically (and often by design) reproduce them.",peH,
Community Studies,CMMU,20,Media and Social Movements,5.0,None,"From #BlackLivesMatter to #MeToo, from the Women's March on Washington to the March for Our Lives following the Stoneman Douglas High School shooting, a new generation of activists is using media to advance social justice goals. From the perspectives of sociology, psychology, and political science, course explores how contemporary activists harness a diverse range of media tools and platforms for social change and how contemporary strategies are rooted in and/or diverge from historical practices of using media to effect social and political change. Defines ''media'' broadly to include social media and legacy media forms, such as radio, television, and print journalism.
",im,
Community Studies,CMMU,30,Numbers and Social Justice,5.0,None,Relates simple lessons of quantitative thinking to topical materials that are accessible and relevant to working for justice and social change. Students learn practical techniques to distinguish credible statistical evidence from misleading statistical claims.,sr,
Community Studies,CMMU,93,Field Study,5.0,None,Supervised work in a community-based setting conducted under the guidance of a faculty member. Students submit petition to sponsoring agency.,None,
Community Studies,CMMU,93F,Field Study,2.0,None,Supervised work in a community-based setting conducted under the guidance of a faculty member. Students submit petition to sponsoring agency.,None,
Community Studies,CMMU,93G,Field Study,3.0,None,Supervised work in a community-based setting conducted under the guidance of a faculty member. Students submit petition to sponsoring agency.,None,
Community Studies,CMMU,99,Tutorial,5.0,None,Individual directed study for lower-division undergraduates.,None,
Community Studies,CMMU,99F,Tutorial,2.0,None,Individual directed study for lower-division undergraduates.,None,
Community Studies,CMMU,101,"Communities, Social Movements, and the Third Sector",5.0,"Enrollment is restricted to sophomore, junior, and senior community studies majors and proposed majors.",Engages with crosscutting ideas and concepts central to the major including constructions of community in social-change efforts and the institutionalization of social movements in third-sector organizations. Deepens students' understanding of the opportunities and obstacles embedded in various avenues of social action.,None,
Community Studies,CMMU,102,Preparation for Field Studies,5.0,None,A practicum to prepare students for field study. Course must be successfully completed prior to the six-month field study. Prerequisite(s): CMMU 10; CMMU 101; satisfaction of the Entry Level Writing and Composition requirements; submission of the signed Goals and Objectives form; and completion of the declaration of major process. Enrollment restricted to community studies majors.,None,
Community Studies,CMMU,103,Field Study Practicum,2.0,None,A practicum in social change work in which the students works for a social change organization on a part-time basis. Concurrent enrollment in CMMU 102 is required.,None,
Community Studies,CMMU,105A,Field Study,5.0,None,"Full-time independent field study in an approved off-campus setting with onsite supervision by the sponsoring organization and regular distanced supervision by campus faculty. Enrollment is restricted to community studies majors upon completion of the required preparatory coursework.  Prerequisite(s): CMMU 102. (Formerly CMMU 198, Independent Field Study.)",prS,
Community Studies,CMMU,105B,Field Study,5.0,None,"Full-time independent field study in an approved off-campus setting with onsite supervision by the sponsoring organization and regular distanced supervision by campus faculty. Enrollment is restricted to community studies majors upon completion of the required preparatory coursework.  Prerequisite(s): CMMU 102. (Formerly CMMU 198, Independent Field Study.)",prS,
Community Studies,CMMU,105C,Field Study,5.0,None,"Full-time independent field study in an approved off-campus setting with onsite supervision by the sponsoring organization and regular distanced supervision by campus faculty. Enrollment is restricted to community studies majors upon completion of the required preparatory coursework.  Prerequisite(s): CMMU 102. (Formerly CMMU 198, Independent Field Study.)",prS,
Community Studies,CMMU,107,Analysis of Field Materials,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, CMMU 198. Enrollment is restricted to community studies majors.","A seminar for students who have completed a full-time field study. Devoted to the systematic analysis of field materials, integrating appropriate concepts and relevant literature, as well as utilizing the experience of other students.",None,
Community Studies,CMMU,130,Community Organizing Principles and Practice,5.0,None,"Community organizing brings people together in pursuit of self-determination in one or several realms of their lives. This course explores the history, philosophy, goals and accomplishments of community organizing and introduces students to practical community organizing skills.
",None,
Community Studies,CMMU,132,American Cities and Social Change,5.0,None,"Examines the historical development of and contemporary conditions within U.S. cities by focusing on social and economic restructurings of cities, cultural and political transformations, and spatial reorganizations of the urban landscape. Goal is understanding the changing nature of urban experience.",er,
Community Studies,CMMU,133,"Making California: Landscapes, People, Politics, Economy",5.0,None,"Examines key moments in the development of California to provide understanding of the challenges and opportunities facing California today. Particular focus is given to abiding tensions around wealth and poverty, opportunity and exclusion, and progressive and conservative politics.",None,
Community Studies,CMMU,134,No Place Like Home,5.0,None,"Examines the class and race dynamics of the housing market and public policy, asking what kinds of housing get built, where it gets built, and for whom it is (or is not) built--and, crucially, why. Questions how homelessness became normalized in contemporary society.",None,
Community Studies,CMMU,137,Communities and Climate Change,5.0,None,"For many communities the impacts of global warming, rising sea levels and environmental degradation compound already existing systemic racial, class, and gender inequalities. How do we understand the relationships between people and the environment? How are movements for social and ecological justice (dis)connected? This class considers how and why communities, activists and organizations press for alternatives through case studies from the U.S. environmental justice movement and related local and global struggles for food sovereignty, Indigenous rights and climate justice.
",None,
Community Studies,CMMU,141,Economic Justice in Theory and Practice,5.0,Enrollment is restricted to community studies majors and proposed majors during First Pass enrollment.,Examines how markets operate within the political economy of contemporary capitalism to generate myriad and often chronic forms of economic and social inequality in the United States. Explores different approaches to addressing inequality within the multi-faceted economic justice movement. (Formerly Political Justice in Theory and Practice.),None,
Community Studies,CMMU,143,Wal-Mart Nation,5.0,None,"Examines origins and growth of Wal-Mart stores as powerful guides to understanding dynamics of contemporary global political economy and, relatedly, the changing fortunes of global social classes.",None,
Community Studies,CMMU,145,Global Capitalism: a History of the Present,5.0,None,"Provides an overview of the history of capitalism in order to understand current crises within the global political economy. Gives particular attention to the origin, character, and consequences of neoliberalism. (Formerly Globalization and Its Discontents.)",None,
Community Studies,CMMU,148,The Problem with Solutions,5.0,None,"''Solutionism'' encourages college students to tackle the world ''grand challenges'' in areas such energy and resources, food and agriculture, education and literacy, or global health, with ''innovative'' technologies or program design. Rarely, however, are they encouraged to learn more about the problems they are trying to solve. Course examines contemporary solutionism, with a specific focus on agriculture and food, in order to recognize and understand its contexts, cultures, and consequences for social and ecological justice.
",None,
Community Studies,CMMU,149,Political Economy of Food and Agriculture,5.0,None,"Examines key concepts in agrarian political economy; the historical development of the world food system; and a selection of contemporary issues related to food production, consumption, distribution, and regulation.",peE,
Community Studies,CMMU,151,"Sex, Race, and Globalization",5.0,None,"Examines globalization by attending to shaping forces of sexuality, gender, and race. Foregrounds Third World feminist theories, social movements. Topics include sexual and racial dynamics of free trade and labor fragmentation; global sex trades; HIV/AIDS politics in the South and North; transnational LGBT/queer politics.",None,
Community Studies,CMMU,156,Politics of Food and Health,5.0,None,"Critically examines contemporary debates about market and policy approaches to improve nutrition and dietary health and to address issues, such as food insecurity, obesity, and malnutrition.",peH,
Community Studies,CMMU,157,Ageism and Activism,5.0,None,"Introduces students to gerontology, the study of aging. Taking a multidisciplinary approach, critically examines the theories, stereotypes, and realities of worldwide demographic transition and considers the many interesting implications for organizing social and personal life.",None,
Community Studies,CMMU,160,Public Health,5.0,None,"Examination of community activism to address health issues: examples are drawn from a range of concerns, e.g., environmental racism, prison conditions, feminist health matters, the AIDS epidemic, violence, and alcoholism. Special attention is given to the social frameworks of health and to the utilization of social and political strategies for improving community well-being.",None,
Community Studies,CMMU,161,Gender Health and Justice,5.0,None,"Critically examines concrete aspects of health in U.S. social and political contexts, emphasizing how gendered interpretations and practices construct and affect health equity and the practices of health care.",None,
Community Studies,CMMU,162,Community Gardens and Social Change,5.0,None,"Examines history, theory, and practice of community gardening, emphasizing contemporary garden projects using the transformative power of direct contact with nature to effect social change.  Aims include understanding the nonprofit sector's response to social problems with novel programs and practices.",None,
Community Studies,CMMU,163,Health Care Inequalities,5.0,None,"Examines system and non-system that is American health care with special attention to inequalities in access, financing, and quality of care. Covers concepts such as equality, fairness, and need as well as community organizing and community building for health.",None,
Community Studies,CMMU,164,Health Justice in Conflict,5.0,None,Explores three case studies to address critical themes of healthcare inequalities in the context of conflict: the legal battle of Ecuadorians against Texaco/Chevron; the struggle of comfort women during World War II; and chemical saturation in Iraq.,None,
Community Studies,CMMU,165,Community Analysis for Global Health,5.0,None,"Practical, skill-building course that starts from the premise that while all communities value health, different communities develop distinctive understandings of what health means to them and how best to achieve it given their specific environments and economies. Course focuses on health justice from a political economy perspective, analyzing how health is shaped by the interaction of multiple societal forces, including who holds power and what steps marginalized groups have taken to achieve more just distributions of resources. By studying community health, across multiple communities in a variety of locations, students learn how to be effective agents of global health equity.
",None,
Community Studies,CMMU,167,Special Topics in Health Equity,5.0,None,"Special topics course in the field of health equity that offers focused content and/or perspectives within a field of study already central to the community studies curriculum, in this case public health and health equity. Specific course content varies with instructor.",None,
Community Studies,CMMU,186,Food and Agriculture Social Movements,5.0,None,"Examines the primary ways in which activists are attempting to resist, provide alternatives to, and/or transform aspects of the food system using social and environmental justice frameworks to evaluate such activism. Topics explored include organic farming, food charity, fair trade, relocalization, and farmworker organizing.",None,
Community Studies,CMMU,189,Mentoring in Community Studies,5.0,None,Each student serves as a facilitator for small discussion groups in connection with core community studies courses. Facilitators complete course readings and meet with instructor as a group to discuss the teaching process. May not be counted toward upper-division major requirements. Prerequisite(s): prior course work in the major.,None,
Community Studies,CMMU,191,Student Volunteer Internship,3.0,None,"Course bridges Santa Cruz and university communities through students organizing volunteer opportunities and charitable events. Students contribute 10 hours per week on and off campus, including outreach, event-planning, and database maintenance; supplemented by reading and biweekly discussions. Enrollment is by permission of instructor after application and interview.",prS,
Community Studies,CMMU,192,Directed Student Teaching,5.0,None,"Teaching of a lower-division seminar, course 42, under faculty supervision. Students submit petition to sponsoring agency. Approval by the Committee on Educational Policy the prior quarter.",None,
Community Studies,CMMU,193,Field Study,5.0,None,Supervised work in a community-based setting conducted under the guidance of a faculty member. Students submit petition to sponsoring agency.,None,
Community Studies,CMMU,193F,Field Study,2.0,None,Supervised work in a community-based setting conducted under the guidance of a faculty member. Students submit petition to sponsoring agency.,None,
Community Studies,CMMU,193G,Field Study,3.0,None,Supervised work in a community-based setting conducted under the guidance of a faculty member. Students submit petition to sponsoring agency.,None,
Community Studies,CMMU,195A,Senior Thesis,5.0,None,Individual study with a faculty member to complete the senior thesis.,None,
Community Studies,CMMU,195B,Senior Thesis,5.0,None,Individual study with a faculty member to complete the senior thesis.,None,
Community Studies,CMMU,195C,Senior Thesis,5.0,None,Individual study with a faculty member to complete the senior thesis.,None,
Community Studies,CMMU,199,Tutorial,5.0,None,Advanced directed reading and research for the serious student.,None,
Community Studies,CMMU,199F,Tutorial,2.0,None,Advanced directed reading and research for the serious student.,None,
Community Studies,CMMU,297,Independent Study,5.0,None,Either study related to a course being taken or a totally independent study. Designed for graduate students. Students submit petition to sponsoring agency.,None,
Computational Media,CMPM,15,Research Explorations,1.0,None,Students participate in two exploratory reading groups on topics related to ongoing research activities. Students read a selection of 8-10 papers providing a general overview and introduction to active research areas within each topic. May be repeated for credit. This class can be taken for Pass/No Pass credit only.,None,
Computational Media,CMPM,17,Design Build Experience,3.0,Enrollment is restricted to sophomores and frosh. Seniors and juniors may enroll by permission of the instructor.,"Introduction to design thinking and the engineering design cycle via a design-build-evaluate-iterate process, resulting in a functional artifact. Students work in groups while learning discipline-specific standards of good engineering practice. Specific project details and disciplines explored vary with instructor. No prerequisites or prior learning required.",prE,
Computational Media,CMPM,25,Introduction to 3D Modeling,5.0,None,Introduces theory and techniques of 3D computer graphics. Topics include: capabilities of modern graphics hardware; 3D coordinate spaces; modeling with polygons; NURBS and subdivision surfaces; applying textures and materials; lighting; and simple effects. Students develop proficiency in 3D modeling via lectures and assignments focused on the use of a 3D modeling tool.,prC,
Computational Media,CMPM,26,Introduction to 3D Animation,5.0,Prerequisite(s): CMPM 25.,"Introduces theories and techniques of 3D computer animation. Topics include: character animation; rigging; simulation of cloth, liquids, and fire; motion capture; rendering; and editing animated scenes. Students develop proficiency in 3D animation via lectures and assignments focused on the use of a 3D animation tool and use of motion-capture software.",prC,
Computational Media,CMPM,27,Fundamentals of Substance Designer and Painter,5.0,Prerequisite(s): CMPM 25 or by permission of the instructor.,Introduction to the development of physically based materials in Substance Designer and Substance Painter. These are then applied to a range of character and machine models within either the Blender or Maya 3D modeling applications.,None,
Computational Media,CMPM,35,Data Structures for Interactive Media,5.0,Prerequisite(s): CSE 30,"Introduction to common data structures, algorithms that operate on them, and techniques for implementation. Uses digital authoring of interactive media as a frame to motivate asymptotic (big-O) analysis of design scalability. Students will program in a strongly typed language.
",None,
Computational Media,CMPM,80A,Accessible Games,5.0,None,"Overview of the physical, psychological, cultural, and psychosocial aspects of disability and how they impact game play. Discusses implications for universal and accessible game design.",peT,
Computational Media,CMPM,80H,Human-Centered AI,5.0,None,"As AI technologies start to integrate and permeate our everyday lives, we become aware of how they impact our lives and the biases inherent in these systems. Course introduces Human-Centered AI, investigating humanistic values and issues of a variety of current AI systems, including those in your car, on your phone (e.g., Siri), on public streets (delivery robots), and at different vendors. Introduces various societal, economic, and humanistic issues such as bias, trust, and accountability, and delves into methods that can be used to design more human-centered AI systems.
",peT,
Computational Media,CMPM,80I,Introduction to Human Computer Interaction,5.0,None,"Introduces students to Human Computer Interaction (HCI) as a field, using their everyday experience with technology as a starting point. Students learn key HCI concepts and concerns in lectures, and try out HCI design techniques in sections.",peT,
Computational Media,CMPM,80J,Games as Technical Culture,5.0,Prerequisite(s): Satisfaction of the Entry Level Writing and Composition requirements.,"Examines games as technical and cultural artifacts—shaped by society and, in turn, shaping it. Core topics are traced over time, including social, technical, and artistic topics (for example: conceptions of war, platform affordances, and genre evolution).",None,
Computational Media,CMPM,80K,Foundations of Video Game Design,5.0,None,"Explores how video games (and games broadly) shape experiences and express ideas. Students develop novel games, interpret games, and survey related topics. No programming experience is required. All offerings support students with required synchronous section meetings and optional synchronous events.

 
",im,
Computational Media,CMPM,80L,Entrepreneurial Organization and Leadership,5.0,None,"Provides a framework for leadership in entrepreneurial organizations. Topics include leading with authenticity, motivation and personality, storytelling, teamwork and management, organizational culture and processes. Learning is integrated with practice through deep engagement with entrepreneurial leaders and a time-intensive entrepreneurial project. (Formerly Technology and Information Management 80L.)",peH,
Computational Media,CMPM,94,Group Tutorial,5.0,None,Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit a petition to the sponsoring agency.,None,
Computational Media,CMPM,94F,Group Tutorial,2.0,None,Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit a petition to the sponsoring agency.,None,
Computational Media,CMPM,110,Writing for Game Technologies,5.0,"Prerequisite(s): CMPM 120, or by permission of the instructor.","Game writers create worlds, characters, and stories&mdash;and also craft computational systems so players can experience these fictions interactively. This course covers the fundamentals of authoring fictions and systems that work together toward powerful player experiences. All offerings support students with required synchronous section meetings.
",None,
Computational Media,CMPM,115,Lead by Design: Experiential Learning Collaborative,5.0,Enrollment is restricted to juniors and seniors.,"Students work in teams to develop a template for a 10-week-long engineering design project. Teaches teamwork, leadership skills, inclusive team practices, Agile process, engineering ethics, and identity formation in engineers.",prE,
Computational Media,CMPM,118,Collaborative Research Experience in Engineering,5.0,None,"Guides small student teams through the performance of a quarter-long research project. Provides an overview of the process of performing research, research communities, and processes for finding and presenting research results.
",None,
Computational Media,CMPM,120,Game Development Experience,5.0,Prerequisite(s): CMPM 80K; and FILM 80V; and CSE 15 and CSE 15L or CSE 30 or CMPM 35; and ARTG 80G or ARTG 80H or ARTG 80I; and concurrent enrollment in ARTG 120. Enrollment is restricted to juniors and seniors or by permission of the instructor.,"Teaches the concrete programming and collaboration skills associated with making a digital game from start to finish, including but not limited to: establishing a team, concepting, storyboarding, prototyping, producing, and testing a game for release. Students are organized into groups and work together to create and produce a playable game.",prE,
Computational Media,CMPM,121,Game Development Patterns,5.0,Prerequisite(s): CMPM 120.,"Advanced game programming focused on software design patterns and refactoring. Introduces classic software design patterns, as well as game programming patterns. Introduces software refactoring, including code smells and widely used refactoring patterns.",None,
Computational Media,CMPM,122,Business of Games,5.0,None,"Ten-week course to provide instruction on important business topics for videogame creators—many related to the games themselves and others for pursuing success in bringing the games to customers: publishing, distribution, marketing, funding, operations, and more.",None,
Computational Media,CMPM,123,Advanced Programming,5.0,Prerequisites: CSE 101 or CMPM 35.,"Course introduces students to current and emerging advanced programming methods used in building complex, high-performance, and networked interactive media systems. Students use tools like debuggers and profiles to inspect and resolve software performance bottlenecks in a compiled language.
",None,
Computational Media,CMPM,125,Game Technologies,5.0,Prerequisite(s): CMPM 120.,"Introduction to construction of games using game engine technology, using a specific game engine as a focus. Covers major game engine features: input, collision, animation, model import, lighting, camera, rendering, textures, particle systems. Introduction to a specific game scripting language, custom game logic, game programming patterns. (Formerly offered as CMPM 121.)",None,
Computational Media,CMPM,130,User Interface and User Experience Design,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to computer science: computer game design majors.,"Students develop skills and interactive prototypes for addressing three communication challenges: first, software itself communicating with interactors; second, developers of software communicating about the design of the software's interactions and users' experiences; and third, communicating results of design processes.",None,
Computational Media,CMPM,131,User Experience for Interactive Media,5.0,"Enrollment is restricted to juniors, seniors, and graduate students.","Theories and practices for approaching the design problems of interactive media holistically, beyond usability and accessibility. Includes hands-on learning, application of human-centered design and evaluation skills in group projects, and peer critique.",None,
Computational Media,CMPM,132,Interaction Design Studio,5.0,"Enrollment is restricted to juniors, seniors, and graduate students.","Practice-based interaction design studio course. Students learn about design-led approaches to Human-Computer Interaction through participating in group projects. Course offers introductions to design methods and actionable strategies to do interaction design work and design-led technology research.
",None,
Computational Media,CMPM,146,Game AI,5.0,"Prerequisite(s): CSE 101 or equivalent; familiarity with python a plus, though not required. Enrollment is restricted to sophomores, juniors, seniors, and graduate students.","Examines the use of artificial intelligence (AI) in games. Covers core AI technologies for search, control, and learning, and the application of AI to improve game design, development, and game play. Examines the AI content in multiple commercial games. This is an online class; most lectures are asynchronous. The weekly lab is synchronous, focused on Q&amp;A and group discussion of work in progress.",None,
Computational Media,CMPM,147,Generative Design,5.0,Prerequisite(s): CMPM 120.,"Introduces generative methods for design. Uses algorithmic techniques to generate and evaluate game content (images, sounds, map designs) along with mechanics and progression systems. Search-based and learning-based techniques with connections to artificial intelligence are also covered.",None,
Computational Media,CMPM,148,Interactive Storytelling,5.0,Prerequisite(s): CSE 101 or CMPM 35. Enrollment is restricted to juniors and seniors.,"Covers a range of design approaches and technologies including storytelling in games, interactive fiction, interactive drama, and artificial intelligence-based story generation. Through a mixture of readings, assignments, and project work, students explore the theoretical positions, debates, and technical and design issues arising from these approaches.",None,
Computational Media,CMPM,150,Creating Digital Audio,5.0,"Enrollment is restricted to sophomores, juniors, and seniors.","Introduces digital sound recording and editing technologies, sound synthesis, and concepts in sound design for media production. Covers the basics of sound capture, microphones, audio manipulation and editing, effects, sound formats, mixing and dynamics, synthesizers, audio software, and game audio.",prC,
Computational Media,CMPM,151,Algorithmic Music for Games,5.0,"Prerequisite(s): CSE 14 and CSE 14L, or CSE 11.",Introduces compositional techniques and procedural audio as exhibited in the sound and music of video games. Surveys different styles of music implemented in video games and associated compositional approaches. Students develop skill in procedural audio via a series of workshops and assignments.,None,
Computational Media,CMPM,152,Musical Data,5.0,"Prerequisites: CMPM 35 or CMPM 120 or CMPM 150 or CMPM 151 or by permission of instructor. Enrollment is restricted to juniors, seniors, and graduate students.",Surveys the relationship between music and data as exhibited in industry and research implementations of sonification and music information retrieval. Students introduced to various styles and algorithms of sound analysis and modeling and develop skills to program unique approaches in this area.,None,
Computational Media,CMPM,163,Game Graphics and Real-Time Rendering,5.0,Prerequisite(s): CMPM 120 (exceptions granted in special cases with permission of the instructor).,"Introduces real-time, hardware-accelerated graphics programming suitable for game development, visual effects, and interactive multimedia projects. Emphasizes  contemporary shader-programming techniques and developing custom effects using game engines and multimedia software.",None,
Computational Media,CMPM,164,Game Engines,5.0,Prerequisite(s): CMPM 163 or CSE 160. Concurrent enrollment in CMPM 164L is required.,"Covers the graphic elements in computer games. Topics include modifying, optimizing, adding components, and building a game engine. Course evaluation based on exams and several programming projects, including a game built using the student's game engine.",None,
Computational Media,CMPM,164L,Game Engines Lab,2.0,Prerequisite(s): CMPM 163 or CSE 160. Concurrent enrollment in CMPM 164 is required.,"Provides hands-on experience in using, designing, and building game engines. Students also explore different special effects, such as particle systems, spring systems, and game physics.",None,
Computational Media,CMPM,169,Creative Coding,5.0,"Prerequisites: CMPM 35 or CMPM 120 or CMPM 163 or by permission of instructor. Enrollment is restricted to juniors, seniors, and graduate students.","Surveys seminal and contemporary artworks and interactive installations that utilize and critically analyze new media, new technologies, and new algorithms. Students introduced to creative coding practices and encouraged to emulate existing digital arts techniques and to develop their own computational arts projects.
",None,
Computational Media,CMPM,170,Game Design Studio I,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; CMPM 120, ARTG 120 and CSE 111. Enrollment is restricted to Computer science: computer game design majors.","First of a three-course capstone sequence for the computer game design program. Students work in teams to develop a comprehensive game design for a substantial computer game, including detailed storyline, level design, artistic approach, implementation technologies, and art-asset pipeline. Emphasis placed on creating novel, artistic game design concepts. Includes design reviews and formal presentations. Companion lectures cover advanced topics in game design, game programming, and software project management.",None,
Computational Media,CMPM,171,Game Design Studio,7.0,Prerequisites: CMPM 121 and CMPM 130 and CMPM 170 and CMPM 176.,"Students work in teams to create a fully-functional subset (''vertical slice'') of an interactive, playable software system. Focus is on experience design, systems design, integrating assets (visual, auditory, and written), testing, and project management. May be repeated for credit. (Formerly offered as Game Design Studio II.)",None,
Computational Media,CMPM,172,Game Production Studio,7.0,None,"Students work in teams to produce fully functional games based on previously developed game subsets. Focus on production including scaling, long-term player experience, teaching mechanics through interaction, developing multi-stage narratives/scenarios, and varying gameplay as players develop new understandings and abilities. Prerequisite(s): CMPM 171, or by instructor permission. Enrollment is by permission of the instructor. Formerly offered as Game Design Studio III.",None,
Computational Media,CMPM,176,Game Systems,5.0,Prerequisite(s): CMPM 80K.,"Presents game design as the interplay of multiple interacting game systems. Surveys various game systems: movement, combat, reward, economic, logistics, quest, information visibility, narrative. Students explore systems via study, design, and play of board, card, and computer games.",None,
Computational Media,CMPM,177,Creative Strategies for Designing Interactive Media,5.0,Enrollment is restricted to juniors and seniors.,"Surveys tactical, structural, contextual, and other methods to enhance creativity and innovation in the design of games and other interactive media. Investigates strategies for creativity and innovation drawn from diverse fields, including interactive affordances, narrative and poetics, biology, contextual inquiry, and design research. To innovate in a field of fixed genres is challenging: the allure of modeling exemplars is strong. Although imitation can be successful in the marketplace, the most creative action occurs on the leading edge of change. Innovation benefits from strategies and methods that are directly aimed at exploring new perspectives and structures to learn through the process of discovery.",None,
Computational Media,CMPM,178,Human-Centered Design Research,5.0,"Enrollment is restricted to juniors, seniors, and graduate students.","Students move through a rigorous design-research process involving skills and principles in human-centered design research as well as selected formal research methods. They learn to use tools for ideation, human-centered qualitative research, domestic probes, mock-ups, and prototypes.",prC,
Computational Media,CMPM,179,Game Design Practicum,5.0,Prerequisite(s): CMPM 120 and CMPM 80K.,"Provides the opportunity to practice the creation of novel computer games. Students learn a new game-making technology, then create three games  using this technology.",prC,
Computational Media,CMPM,194,Group Tutorial,5.0,None,Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit a petition to the sponsoring agency.,None,
Computational Media,CMPM,194F,Group Tutorial,2.0,None,Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit a petition to the sponsoring agency.,None,
